#Acq. time (s)=	15
#Accumulations=	4
#Range (cm-¹)=	50...4000
#Windows=	3
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	Omar
#Sample=	120523
#Site=	ap
#Title=	mz
#Remark=	5 laser intensity
#Date=	12.05.2023 17:17
#Acquired=	12.05.2023 17:17:49
51.0297	17.3333
52.8754	26.5699
54.7185	28.473
56.5635	31.0429
58.406	35.6128
60.2502	48.1826
62.0919	62.0858
63.9355	85.3223
65.7765	95.2255
67.6193	120.462
69.4595	141.699
71.3016	164.268
73.1412	210.838
74.9825	256.075
76.8214	269.978
78.662	301.215
80.5001	307.118
82.34	337.688
84.1774	360.924
86.0166	384.827
87.8532	414.73
89.6917	405.967
91.5276	414.537
93.3632	398.44
95.2006	397.677
97.0355	409.58
98.8721	419.483
100.706	423.386
102.54	405.289
104.376	415.859
106.209	441.762
108.041	420.332
109.876	437.569
111.708	446.139
113.542	432.042
115.373	431.278
117.204	464.515
119.036	450.418
120.867	436.988
122.697	428.224
124.526	446.128
126.357	433.364
128.186	449.267
130.014	441.171
131.845	441.074
133.672	444.31
135.5	455.547
137.327	446.783
139.155	450.02
140.982	461.923
142.807	465.826
144.633	453.063
146.46	468.966
148.285	459.536
150.11	458.106
151.934	473.342
153.757	461.245
155.583	469.815
157.406	450.385
159.229	484.955
161.051	466.191
162.873	482.761
164.697	469.331
166.518	444.568
168.339	471.138
170.159	494.374
171.98	476.277
173.799	472.18
175.619	465.417
177.44	478.654
179.259	467.223
181.077	459.793
182.895	471.03
184.713	483.6
186.53	484.836
188.347	488.739
190.164	483.976
191.98	488.546
193.796	496.449
195.612	483.019
197.427	495.589
199.242	487.492
201.059	489.395
202.873	475.298
204.686	485.868
206.5	484.438
208.313	478.341
210.126	475.578
211.938	484.147
213.75	493.384
215.562	503.287
217.373	495.857
219.184	485.76
220.993	486.33
222.803	476.233
224.613	492.137
226.422	482.706
228.232	495.276
230.04	488.513
231.849	505.083
233.657	480.986
235.465	488.889
237.272	485.459
239.079	504.029
240.886	501.932
242.693	501.168
244.497	495.072
246.302	484.308
248.108	505.545
249.913	498.115
251.717	499.351
253.521	495.254
255.325	499.824
257.127	510.394
258.93	509.63
260.733	511.534
262.535	502.104
264.338	492.673
266.137	501.91
267.939	493.813
269.74	508.383
271.541	514.286
273.341	518.189
275.139	503.426
276.939	492.662
278.738	511.232
280.537	508.469
282.334	513.039
284.132	490.942
285.93	519.512
287.728	506.748
289.523	501.985
291.32	501.888
293.117	515.791
294.911	511.028
296.707	516.931
298.502	513.501
300.295	517.404
302.09	527.307
303.885	497.21
305.677	516.447
307.47	539.683
309.264	520.92
311.055	527.49
312.848	530.06
314.64	508.629
316.43	543.866
318.222	539.102
320.011	525.672
321.802	525.576
323.593	537.479
325.381	542.715
327.171	542.618
328.958	535.188
330.748	521.091
332.535	538.995
334.323	542.231
336.109	543.468
337.897	538.038
339.685	531.274
341.47	560.511
343.257	547.081
345.041	534.984
346.827	528.22
348.611	503.457
350.397	534.693
352.18	527.93
353.962	526.5
355.747	529.736
357.529	547.639
359.312	530.876
361.094	548.779
362.877	564.016
364.658	518.585
